岗位名称,公司名称,薪资范围,工作地点,学历要求,经验要求,公司规模,公司行业,福利待遇,职位信息
产品经理（AI 应用与 Agent 方向）,福建三顾科技有限公司,11-20K,武汉,本科,1-3年,100-499人,互联网,,核心来自使命 寻找兼来自具极客精神与实干作风的年轻产品构建者。来自在 Sango AI，你将探索并落地前沿的 AI 技术，将多样化的 AI 应用与智能 Agent 引入传统的重资产航运领域，⽤技术真正解决业务痛点。 岗位职责 AI 场景挖掘与应⽤落地：深⼊航运业务链路，寻找能被 AI 显著降本增效的切入点，主导设计并落地丰富的 AI 应用及⾃动化 Agent 业务流。 业务下沉与痛点洞察：拒绝闭门造车。实地深入船舶作业一线，与船员及管理者直接对话，提炼最真实的“Ground Truth”并转化为产品方案。 前沿工具应用与推广：作为 AI 技术的早期应用者，持续追踪并高频使用主流 AI 工具（如大模型平台、Cursor 等），探索赋能内部团队及外部客户的最佳实践。 跨部门协作：与研发团队紧密配合，使用基础英语进行日常沟通与业务对齐，保障 AI 产品的高效迭代与交付。 任职要求 硬核底色：国内外顶尖高校（如国内 985 双一流院校、海外 QS 排名前列）计算机及相关专业毕业，具备强逻辑拆解能力。 经验不设限：0-3年工作经验，接受渴望做出标杆案例的优秀应届生。 极致探索欲：对 AI 新技术、新应用有本能的狂热和求知欲，具备深刻的 AI 能力边界认知与落地思考框架。 务实精神：既能仰望大模型的星空，也能脚踏甲板的实地，愿意切入艰苦的一线场景。 语言能力：具备基础的英语口语交流能力，满足日常工作对接需求。 加分项 具备极客动手能力，能独立通过 Python、API 等方式快速搭建 AI 应用原型（Demo）进行验证。
Agent智能体讲师/Ai工作流讲师,武汉猿计划教育科技,10-15K,武汉,大专,1-3年,0-20人,互联网,补充医疗保险|零食下午茶|全勤奖|绩效奖金|年终奖|带薪年假,【岗位职来自责】 1.负责AI Agent相关课程的研发与迭代（大纲、课件、案例、作业、实训项目）。 2.负责Coze/Dify/n8n等平台的Agent与自动化工作流搭建与演⽰。 3.负责RAG知识库课程案例的搭建、调试与优化（⽂档处理、检索、提⽰词）。 4.负责课程授课/带练/答疑/作业批改，保障学员学习效果。 5.负责课程Demo与教学素材沉淀（模板、组件、操作手册、常见问题）。 6.跟踪工具与模型更新（Coze/Dify/ComfyUI/MJ/SD等），持续更新课程内容。 7.配合运营/销售完成公开课、直播、试听课等教学⽀持与内容输出。 【任职要求】 1年以上AI相关实操经验（个人项目/作品集也可）。 2.会Python或同等编程能力，能进行API调用、脚本修改与基础排错。 4.熟练使用Coze/Dify/n8n任意2种，能独立搭建可跑通的工作流。 5.了解Agent与RAG基本原理，有简单落地案例或可演示Demo。 6.具备教学表达与文档能力，能把流程讲清楚并让学员复现。 7.学习能力强，愿意跟进新工具并沉淀为课程内容。 8.加分：会ComfyUI/MJ/SD；会向量库/部署（Docker/Linux）；有企业集成经验。 【福利待遇】 1、工作时间： 上班时间：早10:00 - 19:00，午休2小时 2、休息时间：单双休，节假日放假 3、社保：缴纳社保五险 4、带薪年假：超长年假，一般至少10-15天左右带薪年假 5、资源培养：能力不代表一切，工作态度才是核心。公司可以给予时间和资源培养、学习
数据开发工程师,唯阜德武汉科技,9-14K,武汉,本科,3-5年,20-99人,计算机软件,五险一金|通讯补贴|零食下午茶|保底工资|年终奖|节日福利|交通补助|带薪年假|员工旅游|股票期权|绩效奖金|工龄奖|团建聚餐|生日福利|定期体检|全勤奖|节假日加班费|加班补助|餐补|底薪加提成,岗位职责： 1. 负责所有AI项目的数据底座建设，包括工业现场数据采集、医疗/工业数据清洗与时序化处理、向量化知识库数据⽀撑等，为上层AI应⽤提供⾼质量、高可靠的数据基础 2. 设计并实现工业现场Modbus/OPC UA等协议的数据⾤集方案，搭建实时数据流处理管道，确保工业设备数据的高效采集与传输，与设备厂商、系统集成商对接，解决现场协议兼容性问题 3. 负责医院后勤、能源系统、设备运行等数据的清洗、转换、标准化，构建时序数据存储与查询体系，支持毫秒级数据检索与分析，建立数据质量管理规范，定期进行数据质量评估与问题排查 4. 配合Agent工程师完成文档解析、文本向量化、向量数据库构建，优化向量检索性能，支撑RAG系统的快速响应，维护知识库版本与更新机制 5. 确保数据采集、存储、处理符合工业现场安全规范，实现数据本地化部署方案，满足钢铁厂等场景“数据不出厂”要求，建立数据备份、恢复、监控体系 任职要求： 1. 本科及以上学历，计算机、自动化、物联网等相关专业 2. 3年以上数据开发经验，有工业数据采集或物联网数据平台项目经验 3. 熟练掌握Python/Java，熟悉常用数据框架（Pandas、NumPy、Spark等） 4. 熟悉时序数据库（InfluxDB、TDengine、TimescaleDB等）的使用与优化 5. 了解工业通讯协议（Modbus、OPC UA、MQTT等）及数据采集方案 6. 具备数据治理、数据质量管理的实践经验 发展空间： 1. 深度参与工业AI、医疗AI前沿项目，积累垂直领域数据经验 2. 成长为数据架构师，负责公司AI数据中台建设 3. 参与行业标准制定与技术方案输出
AI训练师（周末双休/入职五险一金）,又又科技,7-10K,武汉,大专,1-3年,100-499人,在线教育,团建聚餐|绩效奖金|五险一金|员工旅游|股票期权,岗位职责： 1.参与公司AI审核，Ai视频制作等AI工作流的搭建。 2.基于业务场景搭建和优化对应的AI模型提示词（Prompt）、知识库以及智能体工作流，以提高业务部门效率。 3.针对业务的核⼼指标搭建AI模型的测评标准，监控训过程并适时调整训练策略以提⾼训练效率。 任职资格 1.⼤专及以上学历，1年以上相关工作经验。 2.具备Agent搭建相关工作经验，熟悉⼤模型，对话机器人链路搭建等相关，可以完成基本的模型训练数据，评估数据处理与分析。 3.逻辑思维清晰，具备良好的沟通协作能力，学习意愿和能力，能在快节奏的环节中有效工作。 4.具有良好的沟通能力，团队合作精神以及较强的问题解决能力，可以与业务同事协作，将业务需求转换为可执行的prompt策略与智能体流程结构。
智能体(agent)开发实习生,奥普诺为,180-360元/天,武汉,硕士,,0-20人,计算机软件,定期体检|安家费|有无线网|年终奖|带薪年假|五险一金,任职要求： 1、船舶、飞机、力学等工科专业； 2、熟悉python开发，有agent相关概念； 3、有相关开发经验优先； 岗位职责： 1、研究基于专业的智能体开发；
【可转正】淘天27届暑期实习Agent算法工程,阿里巴巴集团,400-450元/天,武汉,硕士,,10000人以上,互联网,年终奖|节日福利|员工旅游|零食下午茶|补充医疗保险|免费班车|股票期权|交通补助|五险一金|餐补,核来自心目标：探索并落地前沿智能体技术，最大化公司 Agent 系统的任务完成能力与可靠性，覆boss盖编排框架设计、评测体系建设到模型微调的全链路。 岗位职责： 1. 构思、开发并对⽐不同智能体编排框架（harness）的性能表现，包括记忆机制、上下⽂压缩、多智能体通信架构等； 2. 设计并实施⾯向长时间跨度、多步骤智能体任务的量化基准测试（benchmark）与自动化评测（evals）； 3. 在训练与产品全生命周期中，协助对模型与提⽰词进行系统性评估与调优； 4. 与产品团队紧密协作，针对企业客户场景中的 Agent 落地难题提出技术方案； 5. 创建和优化用于模型训练/微调的数据配比，提升模型在智能体任务上的性能与易用性； 6. 跟踪 AI 前沿动态，快速验证新技术、新工具，推动研究成果向产品转化。 任职要求： 1. 有使用大语言模型开发复杂智能体系统的实战经验，能提供可验证的项目成果（用户量、效率提升、稳定运行等）； 2. 扎实的软件工程基础，熟练使用 TypeScript，有人工神经网络架构经验者优先； 3. 有提示词工程、工具调用（tool-use）、链式编排（chaining/orchestration）等 LLM 实操经验； 4. 逻辑清晰，沟通能力强，乐于与研发团队协作攻克开放性难题； 5. 对 AI 安全与社会影响有认知，对前沿技术保持主动关注。 加分项： 1. 有大规模语言模型强化学习（RLHF/RLAIF）经验； 2. 有多智能体系统设计与实现经验； 3. 有 Coding Agent 工具开发经验； 4. 熟悉 Bun/Deno 等现代 JS 运行时，或有 Kubernetes/可观测性工程经验。 员工福利 1、最新的 AI 工具：每月AI 工具报销，包括不限于Claude Code、Codex、Cursor等。 2、齐全的办公设备：办公电脑可选 Mac mini 或 Windows 笔记本；4K显示器；千元人体工学椅；干净的网络出海服务。 3、良好的人文关怀：内推奖励；入职/年终体检；商业保险（可为家人投保）；企业滴滴报销；随时补充的品牌零食和咖啡。
agent,合力亿捷,8-13K,武汉,本科,3-5年,500-999人,计算机软件,五险一金|零食下午茶|补充医疗保险|通讯补贴|带薪年假|节日福利|员工旅游,岗位职责 参boss与大模型项目数据标注，来自质检，确保标注数据的质量和准确性 boss与团队成员紧密合作，确保数据标注流程的高效和质量协助团队优化数据标注流程，确保数据满足模型训练或分析要求 任职要求 1、全职⼈员：985&211本科及以上学历，代码相关经验，具备代码相关经验。⼈⼯智能大模型数据标注工作相关经验优先。 2、熟练掌握⾄少两门开发语言，覆盖前端、终端、数据分析、后端任一领域；具备扎实的软件专业知识，深入理解算法、数据结构等核心内容，熟悉 Agent 智能体、Skill 技能基础概念，深度实操使用过CodeBuddy、OpenClaw、Cursor、Claude code、Trae等相关智能体与代码工具平台者优先，对 AI 行业认知清晰、敏感度高； 3、心思缜密、细心有耐心，可深入理解任务目标与技能作用，熟练使用 AI 工具辅助作业；工作认真细致、责任心强，沟通协调与团队协作能力良好；耐心足、抗压能力强。 实习生：实习时间不低于6个月 专业要求：计算机、人工智能专业优先；专业不限 较强的文字表达能力，能接受重复性工作； 对人工智能大模型数据处理和分析有浓厚的兴趣良好的团队合作能力，能与团队成员有效的沟通 具备快速学习和适应新环境的能力 注意细节，有责任心，能够准确完成数据处理和标注任务
AI开发工程师（全栈/Agent方向）,某大型互联网金融上市公司,15-25K·18薪,武汉,本科,3-5年,1000-9999人,互联网金融,补充医疗保险|餐补|绩效奖金|有无线网|带薪年假|交通补助|定期体检|五险一金|员工旅游|节日福利|保底工资|生日福利|全勤奖|年终奖|零食下午茶,岗位职责: 1. 参与AI相关产品的设计与开发，协助完成模型集成与系统优化； 2. 与团队协作推进项⽬进度，确保开发流程⾼效顺畅； 3. 持续学习AI前沿技术，推动技术在实际业务场景中的落地应⽤。 任职要求: 1. 熟悉Python等编程语言，具备良好的代码规范与开发习惯； 2. 对AI技术有浓厚兴趣，具备一定的算法或模型基础优先； 3. 沟通能⼒强，能快速适应团队协作环境，具备独立解决问题能力。
AI Agent开发(J10563),优品壹创,10-15K·13薪,武汉,本科,3-5年,100-499人,电子商务,零食下午茶|员工旅游|雇主险|定期体检|绩效奖金|五险一金|企业滴滴|节日福利|生日福利|底薪加提成|工龄奖|餐包|企业内购|交通补助|国外游|保底工资|带薪年假|意外险|团建聚餐|年终奖,工作职责： 大数据平台套来自件WeDataSphere 开发工作。 1. 负责AI Native数据分析治理工具相关来自设计与开发⼯作； 2. 作为后线⽀持，保障所负责组件稳定⾼效运行，高效调优排障。 ⼯作要求： 1. 熟练使用Claude Code、Codex、Cursor等任一主流AI研发工具，具备实践经验； 2. 具备 AI Agent 研发经验，有参与或主导过一款 AI Agent 工具的研发； 3. 熟悉JAVA，熟悉Spring和Spring boot；熟悉Python； 4. 熟悉数据仓库设计开发者优先；熟悉前端开发者优先；熟悉Kubernetes 者优先；熟悉linux，具备较强的调优排障能力优先。
Java 后端开发工程师（AI Agent 方向）,湖北省圣锦媛服饰,10-15K·13薪,武汉,本科,3-5年,100-499人,电子商务,,所属项目 SalesKeys / Clara AI SDR / OpenClaw AI Workers 岗位背来自景 SalesKeys boss是一个面向 B2B 企业的 AI 原生增来自长系统，帮助企业从导⼊名单、海关/贸易数据、CRM 数据、知识库和销售话术出发，完成潜客筛选、外联邮件⽣成、任务执⾏、积分计费、结果追踪与 Agent 自动化执行。 当前产品已经进⼊内测阶段，系统涉及 AI Agent、Playbook、RAGFlow、邮件发送、Credit、数据补全、邮件生成、任务执行、外部 API 联调等多个模块。我们需要一位 Python AI 应用工程师，负责将大模型能力、Agent 编排、外部工具调用和业务流程稳定落地。 岗位职责 1. AI Agent 应用开发 参与 SalesKeys / Clara 的 AI Agent 应用模块开发 支持总剧本、子剧本、批量任务、运行控制、状态流转等业务能力 负责 Agent 执行过程中的工具调用、异常处理、状态记录和日志追踪 配合后端、前端、数仓团队完成跨系统联调 2. LLM 应用与邮件生成 开发和优化邮件生成、话术模板、内容 QA、强制 CTA、语言适配等能力 支持客户话术资产、销冠话术、邮件模板、跟进模板的结构化接入 避免 AI 自由生成导致的事实错误、CTA 缺失、语言不匹配和垃圾邮件风险 参与邮件生成质量评估、提示词优化和模板约束设计 3. RAG / 知识库集成 参与 RAGFlow / Weaviate / OSS / 文档上传 / 文档检索相关接口开发 支持产品文档、URL、文本条目、文件类知识的接入、关联和查询 处理 RAGFlow 同步失败、部分成功、超时、重试等异常场景 补充知识库相关接口测试和边界场景验证 4. 数据源与获客链路 参与海关数据、MX7、Apollo、Hunter 等外部数据源接口联调 支持 Search Plan、数据源适配度判断、候选池、Lead Score 等能力开发 优化外部 API 调用成本、调用次数、异步任务状态和缓存策略 与数仓团队协作，保证数据补全、海关获客、CRM 补全等链路稳定 5. 工程质量与上线稳定性 编写接口级测试、单元测试和异常场景测试 处理生产和内测环境中的接口异常、超时、第三方失败、权限错误等问题 输出接口文档、字段说明、异常码、批量上限、幂等规则 支持 Docker / Linux / 日志 / Healthcheck / 线上排障等基础工作 任职要求 必须具备： 3 年以上 Python 后端开发经验 熟悉 FastAPI / Flask / Django 中至少一种后端框架 熟悉 REST API、OpenAPI、Pydantic、SQLAlchemy 或同类技术 熟悉异步任务、队列、缓存、重试、超时、幂等等工程设计 熟悉 PostgreSQL / Redis / Docker / Linux 基础使用 有大模型 API 应用经验，如 OpenAI、Claude、Qwen、DeepSeek 等 能独立完成接口开发、联调、测试和文档 能快速阅读旧代码并定位问题 能接受高强度上线期节奏 必须具备的 AI 应用经验 至少具备以下 3 项： LLM 工具调用 / Function Calling / Agent workflow RAG / 向量检索 / 知识库接入 Prompt template / 输出质量控制 / 内容 QA 大模型应用中的异常兜底、重试、日志追踪 多系统 API 联调 AI Coding 工具高频使用经验，如 Claude Code、Cursor、Codex、Trae 等 加分项： 做过 B2B SaaS、CRM、销售自动化、营销自动化、SDR、邮件外联系统 熟悉 邮件发送、SPF / DKIM / DMARC、退信、发信域名管理 熟悉 RAGFlow、Weaviate、Milvus、Qdrant、pgvector 熟悉 LangChain、LangGraph、LlamaIndex 或类似 Agent 框架 熟悉 Cal、Zoom、Google Calendar 等集成 熟悉 Apollo、Hunter、海关数据、企业数据补全等 B2B 数据源 有生产环境排障经验 有单元测试和接口测试习惯 能写清楚技术文档和接口契约 我们不需要什么样的人： 只会调大模型 API，但不会做工程落地的人 只懂算法论文，不愿意写业务代码的人 只做 CRUD，不懂 LLM 应用的人 不写测试、不写文档、不愿意联调的人 不能接受快速迭代和上线压力的人 近期重点工作： SalesKeys 内测问题修复 AI 邮件生成 QA 与话术模板系统 海关数据 Search Plan 与数据源适配度判断 RAGFlow 知识库接口稳定性优化 Agent 执行链路异常处理 Credit / 邮件 / 数据补全相关接口测试 与 后端、前端、数仓团队完成主链路联调 关键考核指标： 试用期第 1 个月 独立接手至少 1 个 AI 应用模块 修复 10 个以上内测期问题 输出至少 1 份接口文档 补充至少 1 组核心接口测试 能独立完成 后端 / 前端 / 数仓联调 试用期第 2 个月 独立负责 1 条完整业务链路 能处理外部 API 失败、超时、重试、部分成功等复杂场景 能稳定参与线上问题排查 能用 AI coding 工具显著提升交付速度 试用期第 3 个月 成为 SalesKeys AI 应用侧核心工程师之一 能独立负责 Agent 应用模块的迭代、测试和上线
Agent 工程师（智能体产品方向）,开目信息股份,15-25K·14薪,武汉,本科,5-10年,500-999人,计算机软件,餐补|节日福利|交通补助|通讯补贴|绩效奖金|五险一金|补充医疗保险|零食下午茶|员工旅游|定期体检|带薪年假|免费班车,岗位职责： 1.负责参与 AI Agent智能体、RAG 知识库和工作流自动化项目的搭建与落地。 2.负责参与 Prompt 编写、接口联调、模型调用配置和基础功能测试。 3.负责使⽤ Codex、Claude Code 等 AI 编程⼯具辅助开发、调试和⽂档整理。 4.负责协助整理项目文档、测试记录、配置说明和交付材料。 5.负责配合团队推进 AI 应⽤在业务场景中的自动化落地。 任职要求： 1.统招大专及以上学历，计算机、软件工程、人工智能等相关专业优先。 2.掌握 Python、JavaScript、Go 任一语言基础。 3.理解 API、HTTP、JSON、Prompt 等基础知识，能参与接口联调与基础问题排查。 4.了解 Dify、n8n、OpenClaw 等 AI 应用或工作流自动化工具之一者优先。 5.了解 RAG 基本原理，熟悉文档切分、Embedding、向量检索、知识库问答流程者优先。 6.熟悉或使用过 Codex、Claude Code 等 AI 编程工具，能辅助完成代码生成、调试和项目开发者优先。 7.对 AI Agent、智能体应用、工作流自动化和 AI 应用落地有兴趣。
中级java开发工程师,微搜信息科技,5-10K,武汉,大专,5-10年,0-20人,互联网,带薪年假|零食下午茶,"""1.计算机来自科学、软boss件工程、人工智能、电子信息等相关专业，本科及以上学历。 2.全栈能⼒:熟练掌握⾄少⼀种后端开发语言(如Pyth on、Go、Java等)，并具备前端开发经验(React/Vu e/Angular 等)。 3.熟悉数据库/搜索引擎技术(如MySQL、ElasticSearc h、Milvus等)，具备数据库设计与优化能力。 4.具备容器化(Docker)及微服务编排(Kubernetes)相关经验者优先。 5.了解⼤模型底层原理，具备推理优化、Fine-tuning、 RAG (检索增强生成)或智能体(Agent)开发经验者优先。"" ""1.负责大模型应用系统的全栈设计、确保高可用性、稳定性及可扩展性。 2.研发智能体(Agent)，调研垂直领域业务应用方向，整合和把控主流智能体解决方案，提升模型落地场景效果。 3.参与大模型应用开发通用框架，提升兼容性与适配能力。 4.关注大模型技术发展趋势，结合业务需求推动技术创新与产品优化。"""
Java（AI agent方向）,沃丰科技,13-25K,武汉,本科,1-3年,500-999人,互联网,年终奖|节日福利|零食下午茶|团建聚餐|通讯补贴|带薪年假|股票期权|交通补助|五险一金,岗位职责： 1. 负责 AI Agent 系统设计与开发； 2. 负责boss多 Agent ⼯作流编排与⼯具链集成； 3. 负责企业知识库与 RAG 系统建设； 4. 负责 Agent 在业务场景中的落地与优化； 5. 负责 AI 系统稳定性、可观测性与性能优化。 任职要求： 1. 熟悉 Python / Golang/ JAVA / TypeScript 中⾄少一种； 2. 熟悉 LLM API 与 Prompt Engineering； 3. 熟悉 Function Calling / MCP / Tool Calling； 4. 熟悉 LangChain、LangGraph、AutoGen 等 Agent 框架； 5. 熟悉 RAG、向量数据库、Embedding、Rerank； 6. 熟悉 AI Workflow / DAG 编排； 7. 熟悉 Redis、Kafka、PostgreSQL 等基础组件； 8. 熟悉 Docker、Kubernetes、云原生架构； 9. 具备良好的系统设计能⼒与工程化能力。
AI Agent 全栈开发工程师,北京九通衢中南分公司,15-20K,武汉,硕士,3-5年,20-99人,土木工程,节日福利|包住|宿舍有空调|餐补|有无线网|定期体检|高温补贴|住房补贴|五险一金|年终奖|绩效奖金|定期体检|工龄奖|保底工资|企业年金|交通补助|带薪年假|生日福利|通讯补贴,"协助部署和维护OpenClaw实例（Docker、Node环境） 配置Skills、工作流、接入常用聊天工具 结合公司业务测试AI⾃动化任务 学习并尝试集成新AI产品，记录使⽤⼼得。 要求： 本科/硕士，计算机，AI,软件工程等相关专业。 动⼿能力强，责任心好，能独立查资料解决问题。"
AI Agent与Claw系统开发工程师 也招实习生,紫嫣喷雾,6-10K,武汉,本科,3-5年,20-99人,新零售,节日福利|零食下午茶|年终奖|五险|团建聚餐|带薪年假,【boss工作内容】 - 负责Agent系统的设计、开发与优化，包括Agent编排及多Agent子系统的协调与交互； - 参与智能交互模块的实现与集成，支持在编程、写作、漫剧、游戏等多领域项目中的应⽤； - 结合业务需求，制定技术⽅案并推动功能模块的落地实施； - 持续跟踪AI Agent前沿技术，探索其在不同场景下的创新应⽤与扩展可能性。 【任职要求】 - 计算机科学、人工智能、数学或相关专业本科及以上学历； - 熟悉Python编程语⾔，具备扎实的算法基础与数据结构理解能力； - 有机器学习、深度学习项目经验，熟悉TensorFlow/PyTorch等框架； - 具备良好的沟通能力与团队协作精神，能够迅速融入团队并按时完成任务； - 对AI Agent技术有浓厚兴趣，具备较强的学习能力和问题解决能力。
AI Agent应用开发,华新技管,16-24K·13薪,武汉,本科,5-10年,1000-9999人,其他专业服务,带薪年假|年终奖|定期体检|员工旅游|零食下午茶|通讯补贴|住房补贴|补充医疗保险|五险一金|节日福利|餐补,岗boss位职责： 1. 探boss索和实践大语言模型（LLM）、AI Agent等前沿AI技术在中间件（Redis/Kafka/RocketMQ/RabbitMQ等）领域的应用，包括但不限于智能运维、性能诊断、自动化调优等⽅向； 2. 参与中间件相关AI⼯具或平台的需求分析、架构设计、代码开发、单元测试、问题定位等⼯作； 3. 参与相关系统/模块的代码看护及重构，持续优化系统性能和稳定性； 4. 协助进行技术预研和知识分享，将AI领域的学习和实践经验在团队内沉淀。 岗位要求： 1. 计算机、软件、通信、人⼯智能等相关专业本科及以上在读； 2. 热爱编程，基础扎实，熟悉掌握但不限于 Python**/JAVA/C++/GO 等编程语言中的一种或数种，有良好的编程习惯； 3. 具备独立工作能力和解决问题的能力、善于沟通，乐于合作，对前沿AI技术有强烈的好奇心和探索欲； 4. 对数据结构、算法有扎实的理解； 5. 优选条件： 1. 对Redis、Kafka、RocketMQ、RabbitMQ等一种或多种主流中间件有了解或使用经验者优先； 2. 对大语言模型（LLM）、AI Agent、AIOps等相关技术有浓厚兴趣，有相关项目实践、论文阅读或开源贡献者优先； 3. 熟悉TCP/IP协议及网络编程，对分布式系统、高并发、高可用架构有一定理解者优先； 4. 不满足于课堂所学，在校期间积极参加校内外软件编程大赛或积极参与编程开源社区组织。
