岗位名称,公司名称,薪资范围,工作城市,经验要求,学历要求,公司性质,公司规模,公司行业,公司标签,职位描述
AI大模型软件开发工程师,太原时维科技有限公司,1-2万,杭州·萧山·盈丰,1-3年,本科,国企,20-99人,通信/网络设备,,职位描述 一、岗位职责1. 负责AI大模型相关应用、服务平台的架构设计、核心代码开发与迭代优化，保障系统稳定、高效运行。2. 参与大语言模型、多模态大模型工程化落地，负责RAG检索增强生成、AI智能体、模型微调、提示词优化等核心模块研发。3. 对接各类开源及商业大模型API，完成模型集成、接口封装、调用优化与异常处理，实现业务场景落地。4. 负责大模型推理服务部署、性能优化、模型量化等工作，提升推理效率、降低部署成本。5. 参与项目需求拆解、技术方案设计，配合团队完成开发、测试、上线全流程，排查解决技术问题。6. 编写规范技术文档，跟进大模型领域前沿技术，完成技术预研与方案迭代。二、任职要求1. 本科及以上学历，计算机、人工智能等相关专业，有AI大模型开发相关工作经验。2. 精通Python开发，熟悉至少一种后端框架（FastAPI/Django/Flask），掌握数据结构、算法等计算机基础知识。3. 了解大模型核心原理与Transformer架构，熟练使用LangChain、LlamaIndex等大模型应用开发框架。4. 熟悉向量数据库使用，掌握RAG系统搭建、提示词工程等相关技术，有大模型落地项目经验优先。5. 了解Docker容器化部署、Linux系统操作，具备基。本服务部署与运维能力。6. 具备良好的逻辑思维、问题解决能力与团队协作意识，对AI大模型技术有较强学习热情。
AI Agent工程师,杭州华为企业通信,350-450元/天,杭州·滨江·长河,经验不限,本科,民营,10000人以上,人工智能,,"职位描述 ---- 鲲鹏 AI 创新应用开源实习生招募 ----华为通过软件开源方式，共享在基础软件领域的多年积累，先后开源openEuler操作系统和openGauss数据库，吸纳计算产业优秀人才和技术，繁荣鲲鹏软件生态。开源开放是驱动技术创新和产业繁荣的核心力量，华为计算产品线发布开源实习生课题，围绕openEuler、openGauss、HPC和BoostKit和DevKit多领域开放多个实习课题，欢迎各位同学投递！ 【面向人群】 大三及以上本科生 2027年及以后毕业的优秀硕博研究生 【招聘地域】 上海/杭州 【招聘周期】 即日起至2026年12月31日 【实习课题】 课题1：AI辅助Linux开发与工具链智能化 在openEuler这样的大型开源社区中，软件构建、测试，以及海量技术文档的管理，都会耗费开发者与运维人员的不少精力。本课题借助AI，对openEuler社区的开发运维工具链做智能化改造，将开发者与运维人员从繁琐的工作中解放出来。 利用大模型、AI Agent和RAG等前沿技术，围绕openEuler社区构建智能化的开发运维体系，将繁琐的部署、测试流程进行自动化改造，并构建一个能随时解答社区相关问题的智能知识库，提升知识获取效率。 课题2：Linux系统性能与能效调优 随着AI技术的飞速发展，各行业对硬件性能与算力的需求急剧增长。作为底层基础设施，openEuler操作系统在性能和效率方面正面临更严峻的挑战与更高要求。本课题从操作系统CPU调度、内存管理和功耗控制等方面进行优化，致力于实现系统更快、更流畅、更节能的运行效果。 面向AI任务实现CPU和NPU/GPU智能调度以优化算力分配，为数据中心设计动态节能机制，针对高负载内存区域进行热区识别与性能优化，并改进SMT架构下线程间的协同调度策略。目标是整体提升openEuler系统的运行效率和能效表现。 课题3：openGauss数据库助力 AI应用：多模态数据高效检索研究 现在，像智能问答（RAG）和智能助手（AI Agent）这样的AI应用越来越常见，它们能让大模型回答更准确、还能自主完成更多任务。这些应用都需要数据库帮忙快速查找各种类型的数据，比如文字、图片向量、知识图谱等。但怎么让数据库高效地管理这些数据，让AI应用查得又快又准，是目前需要解决的关键问题。 针对智能问答和智能助手这类AI应用，研究不同类型数据（如文字、向量、图谱）的检索技术对系统速度的影响，探索能高效构建、精准查找这些数据的方法，并在灵活的Serverless架构下实现相关功能，让openGauss数据库更好地支持AI应用。 课题4：AI赋能数据库：智能决策与性能调优研究 随着数据库处理的数据量爆发式增长，业务场景也越来越复杂，传统依赖人工调优、经验判断的数据库管理方式，很难难满足实时决策和极致性能的需求。大模型在逻辑推理、模式识别上的优势，为数据库实现自我优化、智能决策提供了全新可能，如何让AI深度融入数据库核心能力，成为突破性能瓶颈的关键方向。 研究基于大模型的openGauss数据库智能增强系统：通过优化技术文档的处理方式，构建高精度知识库，实现数据库原理、操作的智能问答，让开发者快速掌握核心能力；探索大模型与数据库运行指标的深度结合，设计智能预测与决策模型，实现查询自动优化、性能瓶颈提前预警、资源动态调配等主动进化能力，推动数据库从 ""被动响应"" 向 ""主动进化"" 升级。 课题5：基于鲲鹏高性能处理器中的矩阵单元进行AlphaFold、DeepSeek等模型应用的算法设计及调优 鲲鹏新一代ARM CPU处理器在核心数量、内存带宽、缓存层次结构及向量化能力等方面取得了显著提升，为鲲鹏HPC（高性能计算）的发展奠定了坚实基础，提供了无限的可能。因此在软件层面，如何实现高效HPC并行加速库，使能HPC和AI4S应用，从而充分发挥鲲鹏硬件性能成了一大问题。 1、基于鲲鹏高性能处理器底层能力，设计实现KUPL（鲲鹏统一并行加速库）相关特性，高效使能加速HPC和AI4S应用； 2、基于鲲鹏高性能处理器中的矩阵单元进行AlphaFold、DeepSeek等模型应用的算法设计开发，提升应用整体推理性能； 3、针对特定领域HPC应用（Lammps等）设计并开发领域加速库，提升应用典型算例性能。 课题6：围绕鲲鹏CPU的人工智能场景创新研究 随着模型的能力越来越强，围绕模型能力延伸的AI Agent逐步成为人工智能应用商业落地的重要方向。Agent除了利用GPU/NPU支持大模型的规划推理外，还需要CPU支持Agent工具调用、记忆管理、KV Cache存储等功能，因此需要CPU在Agent等AI新场景中提供对应的能力和解决方案。 研究AI Agent系统组成与功能模块要求，基于鲲鹏CPU开展数据前后处理、工具调用、记忆管理、KV Cache存储等Agent模块的系统原型研究与搭建，并在Agent主流开源框架社区完成鲲鹏CPU支持能力的社区合入，推动主流框架与鲲鹏CPU的适配。 课题7：AI软件分析与性能优化工具开发 鲲鹏软件生态快速演进，开发者缺少鲲鹏架构软件开发经验，急需构建性能定位优化能力。尤其是在大型开源项目或企业级系统中，手动完成代码成分分析、业务代码性能定位和优化不仅耗时费力，还容易引入错误。本课题旨在结合前沿AI能力，打造智能辅助开发工具，帮助开发者高效、安全地完成代码分析与性能优化，提升鲲鹏架构软件开发效率与鲲鹏应用性能。 利用AI技术，结合程序分析技术，构建一个支持软件成分分析、源码语义理解与源码优化的智能开发辅助系统。构建源码级语义理解引擎，实现对用户代码上下文的深度感知，提供高精度、可解释的鲲鹏亲和重构，结合鲲鹏系统架构特点提供优化建议；探索RAG技术在软件分析与件优化领域的潜力，提升AI结果的准确性。通过本课题，你将深入参与AI for Code的前沿实践，为开发者打造真正“懂代码、会思考”的智能伙伴。"
AI Agent销售代表,上海百型智能科技有限公司,1.1-2万,杭州·西湖·三墩,经验不限,大专,民营,20-99人,人工智能,天使轮,职位描述 【关于我们】定义外贸AI的未来上海百型智能科技有限公司，是国内首家专注于外贸领域的AI Agent公司。我们致力于为外贸企业打造可定制、具备人类专家水平的AI员工，实现全流程自动化，从根本上解决企业“招人难、成本高、效率低”的痛点。【我们的实力】---技术领先：创始人为前哈啰出行COO，研发团队源自海内外顶尖名校，拥有丰富的AI应用落地经验。---市场验证：我们的大模型已成功通过国家备案，成为全国首个获批的外贸垂类大模型，并已服务近千家客户，广受好评。---资本认可：已完成数千万元人民币Pre-A轮融资，由金沙江创投领投。---宏大使命：让AI技术普惠外贸企业，助力企业效率倍增，践行 “用AI的力量助力中国企业出海” 的愿景。【岗位职责】---业务开拓与攻坚：通过公司分配与自主开拓相结合，直接面向企业决策层进行拜访与商务洽谈，促成高价值合作。---顾问式价值销售：深入挖掘客户业务痛点，以专业视角提供AI解决方案，与客户达成共赢共识，并确保其成功应用。【岗位要求】1、有地推陌拜经验，销售破冰挖需异议解决基础能力扎实2、面对企业决策者、CEO等级别销售对话能够思路清晰，产品讲解准确3、拥有快速学习能力，自我迭代能力迅速拥抱变化，跟上AI智能体发展方向双休、试用期薪资不打折、期权激励、过程指标激励、额外绩效激励
AI应用开发工程师,米阳科技集团股份有限公司,1.2-2.4万,杭州·拱墅·上塘,1-3年,本科,民营,20-99人,产业互联网平台,,职位描述 职位描述： - 负责公司经营管理智能化方向的产品建设（如 AI-Agent 等）。 - 深入业务一线挖掘 AI 赋能场景，推动技术落地并产出实际业务价值。职位要求： - 理工科相关专业本科及以上学历，1年以上 Java 或 Python 开发经验。 - 精通 Java/Python 编程及常用设计模式，熟悉多线程、网络协议及底层基础。 - 具备良好的架构设计素养，熟悉 MySQL 及常用中间件（缓存、消息队列等）的原理。 - 熟练掌握 LLM/MLLM 调用、RAG、Prompt 编写等 AI 相关技术。 - 具备深度学习、模型调优经验或大型系统架构经验者优先。
Sales specialist(96022288),ABB,面议,杭州·萧山·宁围,5-10年,本科,外商独资,10000人以上,仪器仪表,优选雇主,"职位描述 At ABB, we are dedicated to addressing global challenges. Our core values: care, courage, curiosity, and collaboration - combined with a focus on diversity, inclusion, and equal opportunities - are key drivers in our aim to empower everyone to create sustainable solutions.Write the next chapter of your ABB story.- Responsible for sales of Automation Control system for Chemical Industry within China domestic market in accordance with strategy. Achieve both qualitative and quantitative sales targets in a profitable way: order growth, revenues, profitability, market share and customer satisfaction. Build long term customer relationships and manage resolution to chemical customer needs and issues. Identify and develop sales opportunities.- CORE RESPONSIBILITIES- Volume and profit - ● Sells related solutions to customers, focusing on volume, mix and profitability targets for assigned Divisions. - Customer relations - ● Establishes and maintains effective customer relationships to understand customer needs, promote customer understanding of solutions offering, and align to provide a solution. - ● Ensures a positive customer experience throughout the sales process. - Sales plans - ● Prepares sales plans using company tools. - ● Performs regular status reviews and proposes recovery plan(s) in cases of potential order shortfalls. - Sales - ● Creates added value for the customer and ABB and ensures the successful outcome of transactions, contracts and proposals by using effective sales techniques. - ● Communicates details in accordance with ABB offering and strategy (delivery time, payments, and general terms and conditions). - Marketing - ● Ensures efficient marketing activities and value proposition to customers. - New market opportunities - ● Identifies and drives the development of new market opportunities in the designated market and ensures know-how sharing and cross-collaboration. - Administration - ● Manages administrative procedures in sales processes, and supports collection and project management activities when needed. - Offer preparation - ● Prepares offers in coordination with the bid and proposal department and/or the Marketing Manager. - ● Ensures appropriate technical and financial aspects of offers, including prices and trading conditions. - Market intelligence: Minimal 5 years system selling of chemical automation control system, like DCS, SIS, GDS, OTS, APC, etc. - Customer Experience Success: Significant work experience of Chemical industry in China, experience of selling USD10M+ automation business.- Go-to-market Strategy: Capabilities of planning and executing go-to-market strategy by collaboration with supporting team. - Have passion; Having clearly mindsetWe value people from different backgrounds. Apply today for your next career step within ABB and visit to learn about the impact of our solutions across the globe. #MyABBStoryBenefits"
Ai Agent工程师,深圳大佛药业股份有限公司,3-4万·13薪,杭州·钱塘·白杨,1-3年,本科,股份制企业,100-299人,生物/制药,,职位描述 工作职责1. 基于Claude Code等AI Agent工具，开发并优化适用于医药研发或业务场景的自动化解决方案。2. 熟练运用OpenClaw工具进行数据抓取与处理，支撑AI模型训练及业务分析需求。3. 参与AI Agent在医药领域的落地项目，负责工具选型、流程设计及效果迭代。任职要求1. 计算机、软件工程等相关专业背景，具备AI工具应用或开发经验。2. 熟练掌握Claude Code等至少两种AI Agent工具的使用，能独立完成自动化任务开发。3. 熟悉OpenClaw工具的操作逻辑，具备数据抓取、清洗及分析的实践能力。4. 有医药行业或生命科学领域项目经验者优先，具备跨学科技术应用思维。
Agent开发高级主管（采购方向）,三花控股,2-3万·15薪,杭州·钱塘·白杨,3-5年,本科,民营,10000人以上,电气机械/电力设备,最佳雇主,职位描述 岗位职责：1.负责采购领域智能体（Agent）的规划与落地，牵头构建采购场景下的智能体作战地图，并推进搭建，确保智能体在采购业务中的高效应用2.识别高频、重复、可标准化的采购流程并进行自动化改造，设计并落地 RPA，提升采购工作整体运营效率。3.负责采购系统 BI 建设与优化，设计并交付采购关键指标看板，支撑采购决策数据化、可视化；持续挖掘采购业务数据价值，推动数据资产沉淀与复用，实现从“经验驱动”向“数据驱动”转型。4.负责采购系统知识库建设与治理，完善并维护采购知识库体系。5.协调跨部门资源，与集团 IT、各业务单元采购部门紧密合作，确保采购智能化项目的顺利实施与持续优化。6.指导各业务单元的采购智能化工作，提供技能培训及日常业务指导。任职要求：1.本科及以上学历， 计算机科学与技术、人工智能、软件工程、供应链等相关专业2.2 年以上 AI 应用开发经验，需有完整的采购场景 AI 项目从开发到上线的成功经历；跨部门协作推进经验。3.专业能力：1.快速原型验证能力，能够将想法快速转化为可触摸、可验证、可迭代的原型，精通算法选型与模型训练；2.业务需求与技术转化能力、项目管理能力、AI 应用开发能力。3.有华为等标杆制造企业采购智能体开发经验者
go语言主程,杭州蓝目数字信息技术有限公司,3-5万·13薪,杭州·萧山·新塘,3-5年,本科,民营,20-99人,软件/IT服务,天使轮,职位描述 Go 主程序 / 技术负责人岗位职责1. 负责公司核心业务系统的整体技术架构设计与开发，主导高并发 Web 系统建设；2. 基于 Go 语言及， 开发和优化高可用、高性能后台服务，有使用go-zero或kratos实际经验。3. 负责海量用户请求场景下的系统性能优化、稳定性保障及容量规划；4. 熟悉 MySQL 数据库设计及常见性能优化方案，能够协同数据相关模块的优化与治理；5. 设计缓存、消息队列、分布式服务等中间件架构设计与治理；6.带领约 20 人技术团队，负责研发管理、技术方案评审、任务拆解与项目推进；7. 建立研发规范、代码规范及 DevOps 流程，提升整体研发效率；8. 与产品、运营及业务部门协作，推动业务快速落地，并负责线上问题排查与稳定性建设；9. 可长期出差驻外开发。任职要求1. 本科及以上学历，计算机相关专业优先；2. 5 年以上 Go 开发经验，精通Go语言，具备大型高并发、高可用分布式系统设计与开发能力；3. 熟悉 MySQL、Redis、MQ 等常用中间件及 Linux 环境；4. 具备良好的系统设计能力、问题分析与解决能力；5. 有技术团队管理经验，能够推动项目落地及团队协作；6. 有数据库优化、大数据量系统、ClickHouse、BI / 数据平台相关经验者优先；7. 熟悉 Kubernetes/ Docker 云原生架构者优先。加分项1. 有大型系统重构或性能优化成功案例；2. 有电商、SaaS、金融、游戏或大型互联网平台经验；3. 有微服务治理、DevOps 或云原生实践经验；4. 有数据平台、实时计算或海量数据处理经验者优先。
SFE-BP,仙琚制药,1-1.5万,杭州·上城·四季青,1-3年,本科,上市公司,1000-9999人,生物/制药,已上市,职位描述 总体职责:协助研产销部门完成区域规划及目标客户管理；季度指标的测算、沟通及下发；年度奖金政策的拟定，及季度奖金的核算；建立并完善销售业绩的跟进、分析及评估体系，为管理层提供及时的分析报告；使用CRM工具，对销售行为、市场活动进行追踪和管理；通过对外部市场潜力情况的洞察和解读，为事业部提供决策建议；提供SFE相关的知识、技能培训，提升销售团队的工作效率和质量。一、 工作职责和任务1. 区域规划及目标客户管理。(1) 提供销售团队规模、销售区域配置、人员分配方案的测算和分析；(2) 根据业务发展的需求，做好目标客户的筛选分级和流向数据的管理；2. 季度指标的测算、沟通及下发。(1) 根据公司和事业部的销售计划，测算各区域和终端的产品指标；(2) 结合前端销售的实际情况，与销售团队沟通并下发季度指标；3. 年度奖金政策的拟定，及季度奖金的核算。(1) 制定各级销售管理者及销售人员年度奖金政策，宣贯、监督并执行；(2) 季度核算销售管理者及销售人员的奖金，处理事业部对奖金相关的疑问；(3) 定期对接人力和财务部门，确保奖金核算的准确性及奖金发放的及时性；4. 销售业绩、行为和外部市场情况的跟进、分析及评估。任职要求：1、本科或以上学历；2、3年以上医药行业数据分析或SFE背景，或有生产、研发部门相关工作经历优先；3、出众的逻辑分析能力，能够独立完成数据建模和分析；4、有良好的组织、计划与执行能力；5、具有较强的跨部门沟通能力；6、有责任心、有团队合作精神及敬业精神。薪酬结构：岗位工资+绩效奖金+福利补贴。社会保险：五险：养老、医疗、失业、工伤、生育、意外险两金：住房公积金、企业年金
LLM agent 专家,上海倍果企业管理咨询有限公司,3.5-7万·14薪,杭州·上城·清波,1年以下,本科,外商独资,20人以下,产业互联网平台,,"职位描述 AI for Science 硬科技；专注于解决宏观复杂物理系统的仿真与控制难题；致力于构建AI原生的物理引擎，成为下一代工业体系的""AI大脑""；应用领域：能源产业（可控核聚变）、高端制造（航空航天、汽车、手机） 岗位职责 1. Agent 系统架构设计与核心能力建设 • 参与公司 LLM Agent 方向整体技术路线与系统架构设计 • 设计并建设 Agent 核心能力模块 • 推动 Agent 系统从原型验证走向可复用、可扩展的工程技术体系 • 建立面向不同业务场景的 Agent 技术底座、抽象接口与复用能力 2. Agent 应用与产品形态探索 • 主导或参与 Agent 应用与产品方案设计，探索 Agent 在真实业务场景中的成立条件与产品边界 • 与业务团队协作，完成从需求抽象、能力定义、交互设计到系统落地的闭环 • 识别高价值场景，设计更符合用户需求与组织流程的 Agent 产品形态 3. Agent 框架、平台与开发者能力建设 • 参与 Agent framework、runtime、平台层能力或开发者工具链的设计与实现 • 建设面向内部或外部开发者的 Agent 开发、调试、评测、监控与迭代机制 • 优化复杂 Agent 系统在性能、稳定性、成本、可靠性和可维护性上的整体表现 • 推动形成工程规范、技术标准与实践，提升团队在 Agent 方向的交付效率 4. 方向判断与技术规划 • 跟踪 Agent 领域的重要演化方向，结合模型能力、工程约束、用户需求与市场变化做出系统判断 • 对 Agent 的能力边界、适用问题、系统结构与未来演进提出清晰、可讨论、可落地的观点 核心要求： • 在 LLM Agent 或相关方向具备持续且深入的实践经历，对该领域从早期探索到当前阶段的演进有较完整理解 • 具备较强的系统设计能力，能够独立推进复杂系统的架构设计、关键模块建设与工程落地 • 对 Agent 领域的发展历程、当前格局与未来趋势有系统性理解 • 对大语言模型、工具调用、记忆、评测、安全性、上下文管理等核心问题有较深入理解 • 具备快速实验与原型构建能力，能够将想法快速转化为可验证的系统或产品原型 通用基础要求： • 科学或工程学相关专业背景（本科及以上），在抽象建模、技术判断、复杂问题分析方面能力突出 • 扎实的编程基础（精通Python，熟悉C++/Rust/Go中至少一种） • 有LLM Agent实现经验（课程项目、实习、开源贡献均可） • 熟悉Linux开发环境和基本软件工程实践 重要加分项： • 有 LLM application / tool system / agent runtime / evaluation 等方向的系统建设经验 • 熟悉 LangGraph、OpenAI SDK、tool calling、MCP、RAG、SKILLS等相关生态 • 有 AI 产品、开发者工具、企业软件、自动化系统等相关经验 • 有较强的技术表达能力，在开源社区、技术写作、研究分享或行业交流中有持续输出 技术栈参考： 后端与系统： Python, Go, Rust, FastAPI 数据与基础设施： PostgreSQL, Redis, vector database 工程与部署： Docker, Kubernetes, Slurm, AWS/GCP 研发协作： Git, pytest, Grafana"
AI Agent算法研究员,杭州品联科技有限公司,2-2.5万·14薪,杭州·滨江·长河,1-3年,本科,民营,500-999人,其他新能源,,职位描述 职位职责：1、负责面向智能运维场景的 Agent 系统的设计与工程落地，涵盖告警分析、根因定位、自动化处置等核心任务的 Agent 化改造。2、设计并实现 Multi-agent 协作架构，包括 Orchestrator-Worker 分层调度与跨 Agent 任务分解，保障系统在复杂运维场景下的稳定性与可扩展性。3、跟踪 Agent 领域前沿框架与方法（如 OpenClaw、LangGraph、AutoGen 等），具备独立评估技术选型的能力，推动工程规范与基础设施建设。4、参与团队技术方向规划与人才建设，在零基础资源（GPU、数据、人才）条件下具备从 0 到 1 搭建 Agent 平台的能力。职位要求：1、211 及以上院校本科或以上学历，计算机、人工智能、软件工程等相关专业。具备以下任一背景者优先录用： 2、在 Agent 系统、LLM 推理、自动化运维等方向有生产环境落地项目，或发表过 NeurIPS/ICML/ACL/ICLR 等顶会论文。3、有开源模型微调实操经验，熟悉 HuggingFace 生态（Transformers、PEFT、TRL），具备在云端 GPU 环境（非自建集群）下独立完成训练任务的能力。4、具备从零规划训练数据采集、清洗、标注 pipeline 的经验，理解数据质量对模型微调效果的关键影响。5、熟悉主流 Agent 框架的架构设计原理，理解 tool calling、memory 管理、任务规划与分解的工程实现；有 Multi-agent 系统设计或实际部署经验者优先。6、熟练使用 Python，具备扎实的 LLM 应用开发能力；了解 vLLM、SGLang 等推理框架者加分；有 AIOps 或智能运维相关项目经验者加分。
