岗位名称,公司名称,薪资范围,工作城市,经验要求,学历要求,公司性质,公司规模,公司行业,公司标签,职位描述
AI Agent应用开发工程师,金果未来(北京)数字科技有限公司,2-3.5万,北京·东城·朝阳门,3-5年,本科,Java,RAG,AGENT,,职位描述 岗位职责 1. 负责AI Agent应用的全流程开发（需求分析、架构设计、编码实现、部署与迭代优化），以Java技术栈为主。 2. 基于Claude Code、GLM等模型，使用LangChain / LangGraph / Crew AI进行Agent工作流与多智能体协作开发，构建可扩展的Agent架构。 3. 使用Coze、Dify等低代码平台进行AI应用开发，落地 Function Call、RAG等核心能力，探索AI+创新场景。 4. 负责大模型相关能力建设，包括： * Prompt工程 * Embedding & 向量检索 * QLoRA微调与模型部署 * 主流开源模型（Llama / Qwen / DeepSeek等）应用与优化 5. 跟踪AI Agent前沿技术，推动技术在业务场景中的落地。 任职要求 1️、基础要求 * 本科及以上学历，计算机相关专业 * 具备完整项目开发经验（设计-开发-部署） * 有AI应用或大模型相关实战经验优先 2、核心能力 * 熟练使用Claude Code、GLM或其他主流模型 * 熟练使用LangChain / LangGraph，具备Agent工作流设计能力 * 熟悉Crew AI多智能体协作机制 * 掌握Prompt工程、Embedding、RAG技术 * 熟悉QLoRA微调流程及模型部署 * 熟悉主流开源模型生态（Llama / Qwen / DeepSeek） * 了解MCP标准及模型流式协议（SSE / Streaming HTTP） 3、后端开发能力（Java优先） * 熟练掌握Java（或Python） * 熟悉Spring Boot / Spring Cloud / MyBatis等框架 * 熟悉MySQL / PostgreSQL * 具备基础调优能力（JVM / SQL） 4、加分项 * 熟悉Vue / JavaScript等前端技术 * 有AI+结合项目经验 * 有大模型平台化或Agent框架封装经验 5、我们希望你具备 * 强学习能力与自驱力 * 良好的沟通协作能力 * 对AI Agent方向有长期兴趣 * 能将AI技术真正落地到业务场景
ai数据标注,北京捷科智诚科技有限公司上海分公司,1.4-2.2万,北京·朝阳,3-5年,本科,语音标注,音频标注,视频标注,,职位描述 主要职责】1. 评测体系构建：针对文生图、视频生成等前沿任务，设计并定义多维度评测指标（如画质、语义一致性、物理规律等），构建评测数据集与提示词库；2. 项目管理：带领内/外部标注团队，制定SOP、把控质量与进度，确保复杂评测项目的高效、准确交付；3. 结果分析：对评测数据进行深度分析，产出模型能力分析报告，指出具体优劣，为算法优化与产品发布提供关键输入。任职要求：1. 本科及以上学历，熟悉大模型基本原理，有大模型相关背景；有一定电商行业背景（如运营、商品管理、客服/用户行为分析等），熟悉主流电商平台（淘宝/京东/抖音电商/拼多多等）业务逻辑及数据流；2. 有大模型评测集设计经验，有良好的沟通能力和团队协作能力；3. 能够准确理解业务诉求，对大模型数据质量有感知和判断，能通过领域专家视角发现问题；4. 积极主动，对AI有激情，了解AI类产品的能力边界，对大模型行业发展和产品动态有充分认知，并能有效应用到实际应用场景，能够准确把握用户需求。
KA大客户经理【互联网广告+AI智能云】,河北盘古开物人工智能科技有限公司,1.5-2.6万,北京·海淀·海淀街道,5-10年,大专,面销/陌拜,百度、抖音、快手、腾讯、小红书,GEO,,职位描述 1.工作内容: 核心职责1. 客户开拓与关系管理： 独立负责华北区域互联网行业大客户的开拓、签约及全生命周期管理，建立并维护长期、深度的客户关系。2. 需求洞察与方案制定： 深入理解互联网客户的业务模式、增长挑战及广告投放需求，协同解决方案团队，为客户定制专业的广告产品与营销解决方案。3. 销售目标达成： 完成并超越个人年度/季度销售指标（包括新签金额、回款、客户续约及增购等）。4. 市场与竞品分析： 持续追踪互联网广告市场趋势、竞品动态，反馈客户声音，为公司的产品优化和市场策略提供关键输入。5. 内部协同： 高效协调售前、运营、客服及产品团队，确保客户项目顺利交付与满意度，实现客户成功。任职要求1. 必备经验： · 本科及以上学历，5年以上B2B大客户销售经验，百度、头部广告服务商等从业经验优先。 · 具有直接的互联网广告/数字营销类产品销售经验，熟悉效果广告、品牌广告、程序化购买、信息流广告、搜索广告等至少一种主流广告业务模式。 · 拥有扎实的互联网行业客户资源，与头部或中型互联网公司的市场部、商业化部、增长部等关键决策者（总监级及以上）有良好的人脉网络。 · 具备从0到1开拓新客户并成功签约的完整案例，有可验证的优异销售业绩记录。2. 核心能力： · 出色的客户洞察与顾问式销售能力：能够以客户业务为中心进行对话，而非单纯推销产品。 · 卓越的沟通、谈判与高层对话能力：能清晰、自信地向C-Level高管呈现价值主张。 · 强大的自驱力与抗压能力：在快节奏和竞争激烈的环境中，能持续保持高昂斗志，追求卓越。 · 优秀的项目推动与跨团队协作能力。3. 优先考虑： · 有服务过游戏、电商、在线教育、泛娱乐、工具类APP等主流互联网细分领域客户经验者优先。 · 有知名互联网广告平台、营销技术公司或大型媒体销售经验者优先。
图形图像视频AI算法实习生招聘,北京轻舟科技有限公司,200-280元/天,北京·丰台·花乡,经验不限,本科,图像识别产品,人脸识别产品,智能硬件,天使轮,职位描述 实习岗位：图形图像视频AI算法实习生实习地点：[可选远程/线下地点]实习时长：至少3个月，每周至少4天，全职优先岗位职责 参与计算机视觉/图像/视频相关AI算法的研发、实现与优化，包括但不限于： 图像/视频生成、编辑、增强与修复 目标检测、跟踪、分割与动作识别 多模态理解（图文/视频语义分析） 3D视觉与神经渲染相关技术 协助完成数据收集、清洗、标注及模型训练 pipeline 的搭建与调试 跟进最新学术进展，复现经典或前沿论文算法，进行实验验证与效果分析 配合团队完成技术文档撰写、项目汇报及算法轻量化部署支持任职要求 计算机科学、人工智能、电子信息、数学等相关专业在校硕士或博士研究生，亦可接受特别优秀的本科生 具备扎实的编程能力（Python为主），熟悉Linux开发环境，掌握Pytorch/TensorFlow等深度学习框架 在至少一个视觉AI方向（如图像分类、目标检测、图像分割、GAN、Diffusion模型、视频分析等）有实践经验或课程/项目研究 具备良好的数学基础和英文文献阅读能力，对技术有强烈好奇心，善于学习与沟通 有以下经验者优先： 发表过相关领域顶会论文（CVPR/ICCV/ECCV/NeurIPS等） 参与过AI竞赛并取得优秀成绩 熟悉CUDA编程、模型压缩或移动端部署 有实际项目落地经验或开源项目贡献 实习收获 深入参与工业级视觉AI项目，接触真实业务场景与海量数据 获得技术导师一对一指导，快速提升算法研发与工程实践能力 开放的研究氛围，鼓励创新思维与技术探索，优秀成果可支持论文发表或专利申报 具有竞争力的实习津贴，团队活动与学习资源支持 表现优异者将获得全职offer机会
遥感算法工程师（AI）（应届生）(J10044),北京航天世景信息技术有限公司,1.2-2万,北京·石景山·八宝山,经验不限,硕士,图像识别产品,Python,变化检测,,职位描述 岗位职责: 1、负责基于光学、雷达等多模遥感影像，开展AI解译模型研发、部署，包括不限于目标检测、变化检测、地物分类等； 2、负责参与完成相关遥感解译项目实施； 3、负责参与相关方向的技术支持，包括技术方案、总结报告等文档撰写。 任职要求: 1、硕士或博士毕业，测绘、遥感、地理信息、计算机、电子信息等相关专业； 2、熟悉遥感基础理论，了解遥感影像原理和特征 3、具备AI+遥感算法开发基础，熟悉pytorch/tensorflow等框架，熟悉python语言及遥感图像处理算法库，具备项目实施等经历者优先； 4、熟练掌握ArcGIS、ENVI等一种图像处理软件； 5、具备良好的文档编写能力，参与过科研课题申报书编写等经历者优先； 6、其他：具有良好的表述能力和沟通能力；积极工作、待人诚恳、品行端正、热爱生活。
AI大模型研发实习生,北京万智信达智能科技有限公司,200-300元/天,北京·海淀·马连洼,经验不限,本科,Java,Python,大模型,,职位描述 岗位职责： 用Java或Python开发人工智能大模型Agent，和面向实际应用场景的优化，满足自有产品与项目的智能化需求。任职资格：1、统招本科及以上学历，计算机、人工智能、数学相关专业在读；2、掌握计算机软件基础知识；3、熟练掌握Java语言或Python语言；4、具有良好的算法基础和数学基础；5、熟悉linux操作系统，具有较强的问题定位能力；6、具备较好的学习能力、沟通协作能力和团队合作精神；7、每周可实习至少3天，实习时间半年以上；8、了解大模型技术原理(如Prompt工程、RAG)、深度学习框架（如PyTorch、TensorFlow、Dify、LangChain等），有LLM应用开发经验者优先； 9、有大模型开发应用经验者优先。
Ai 短剧漫剧原创编导,北京森屿童画文化传媒有限公司,8000-15000元,北京·朝阳·东湖,1-3年,大专,AI 短剧 漫剧原创,短视频编导,民营,,职位描述 本传媒公司主营AI短剧、漫剧制作、原创剧本孵化，现高薪招聘：【原创短剧编剧】【漫剧编剧】【短剧导演 编导】要求：脑洞思路灵活，懂短剧节奏，会独立写剧本、分集大纲，热爱影视剧情创作，有相关经验优先。薪资优厚，长期稳定，团队氛围轻松，欢迎热爱短剧、影视剧本创作的人才加入合作！
AI应用开发工程师,北京华龙宏达科技有限公司,1.5-3万,北京·房山·西潞,1-3年,本科,Python,多模态算法,AIGC,,职位描述 1、岗位职责1. 负责大语言模型（LLM）的应用集成与落地，基于主流大模型API（GPT、文心一言、通义千问等）或开源模型，开发适配公司研发场景的工具与系统（如代码生成、自动化测试、智能文档处理等）。2. 基于LangChain、LangGraph等框架，设计并实现AI Agent与RAG（检索增强生成）系统，构建企业专属知识库，提升研发场景下的问答与决策效率。3. 搭建AI研发工具链，推动工具在团队内的普及与落地，制定使用规范与优化方案，解决实际开发中的技术痛点。4. 负责AI应用的工程化开发、部署与运维，包括模型微调（LoRA等）、性能优化、并发控制，保障系统稳定高效运行。5. 跟踪AI领域前沿技术与工具（如GitHub Copilot X、Cursor等），调研适配公司业务的技术方案，推动技术创新与迭代。6. 与传统研发团队紧密协作，将AI能力融入现有开发框架，完成技术对接与落地赋能，输出清晰的技术文档。2、任职要求（一）硬性门槛1. 本科及以上学历，计算机科学、软件工程、人工智能等相关专业，2年及以上研发或AI应用开发经验。2. 精通Python编程语言，熟悉至少一种主流深度学习框架（PyTorch/TensorFlow/Scikit-learn）。3. 具备LLM应用开发实战经验，熟练掌握大模型API调用、Prompt工程，有模型微调或RAG/AI Agent开发经验者优先。4. 熟悉向量数据库（Milvus/Faiss/Chroma等）、主流数据库（MySQL/PostgreSQL等），掌握Docker/K8s、云服务（阿里云/AWS等）部署技能。5. 熟悉研发全流程，代码评审等，掌握自动构建、自动测试、自动部署技能，具备基础的研发效能优化意识与经验。（二）加分项1. 有AI研发工具（代码生成、自动化测试等）落地项目经验，能提供相关项目案例者。2. 熟悉多模态模型（如CLIP、DALL-E）应用开发，或有AIGC技术实践经验者。3. GitHub有开源AI项目贡献，或在技术社区（掘金/知乎）发布过AI应用开发相关文章者。4. 具备良好的沟通能力，能将技术方案转化为业务语言，高效对接非技术团队者。五、我们提供1. 薪酬福利：月薪15K-35K。2. 基础保障：五险一金、带薪年假、弹性工作制、法定节假日。3. 技术成长：专属技术培训预算、前沿AI技术探索机会、参与行业峰会等。4. 工作氛围：扁平化管理、无996、定期团建等。
AI大模型应用及Agent开发工程师,中创智维科技有限公司,1.8-3万,北京·海淀·羊坊店,3-5年,本科,民营,100-299人,人工智能,,职位描述 岗位职责 1. 参与 AI 大模型应用项目的前期调研与需求分析，和产品经理、行业专家合作，评估设计方案的技术可行性，预测技术风险并制定应对策略。 2. 使用 langchain 框架搭建 AI 大模型应用架构，完成模型加载、配置和优化。主导 RAG 系统开发，涵盖数据预处理、检索和生成模块开发及模型融合，优化算法和策略，推动 AI 与行业业务融合。 3.将开发好的 AI 应用集成到客户现有业务系统，确保数据交互流畅、功能协同正常。 4.负责 AI 大模型应用日常运维，监控系统状态，及时处理故障，保障系统稳定运行。 5.与跨部门团队成员密切沟通，分享项目进展和技术信息，共同解决开发难题，保障项目交付。 任职要求 1. 211/985本科及以上学历，计算机相关专业。3 年以上 AI 项目开发经验，有大型项目经验优先；至少 2 年基于 langchain 框架开发经验，熟练使用其组件及 langGraph、langFlow 等工具。至少能熟练使用一种矢量数据库。 2.精通 Python，熟悉 Django、Flask 等框架。理解数据结构和算法，掌握常见算法技巧。熟悉 langchain 框架及生态，掌握 RAG 技术和常见算法、模型。具备深度学习和机器学习知识，熟悉 TensorFlow、PyTorch 等框架。 3.有行业算法应用开发经验，熟悉至少一个行业的业务流程和数据特点，能融合 AI 与行业业务，了解行业法规规范。 4. 具备良好的团队协作和沟通能力，较强的问题解决和学习能力，有责任心和自我驱动力，富有创新精神和产品思维。
AI勾线师,北京涂鸦多得科技有限公司,5000-10000元·14薪,北京·海淀·学院路,经验不限,大专,外商独资,100-299人,互联网游戏,,职位描述 岗位职责：1、根据提供的完成图勾勒矢量线稿；2、使用工具对图片进行填色排序，并打包上传；3、对测试有问题的图片进行修改。任职要求：1、大专及以上学历，热爱美术绘画；2、热情乐观、积极主动、适应快节奏工作模式，具备团队协作精神和良好的沟通能力； 3、热爱本职工作，工作细心，责任心强；
供应链物资AI管培生(J11967),高能环境,8000-12000元,北京·海淀,经验不限,本科,供应链物资模块,上市公司,1000-9999人,已上市,职位描述 岗位职责: 1. 参与物资管理相关岗位轮岗学习，了解物资采购、入库、出库、库存管理、调拨及盘点等核心业务流程，掌握物资管理关键节点及控制要求。 2. 协助开展物资基础工作，包括入库单据处理、出库记录核对、库存数据整理、台账维护及基础数据校验等，提升对物资数据与流程规范的理解。 3. 结合公司AI能力与数字化工具，参与物资领域AI应用场景梳理与落地，围绕库存查询、物资定位、异常预警、流程问答等方向，推动AI在物资管理中的应用。 4. 参与物资知识库建设，整理物资编码规则、出入库规范、仓储管理制度及常见问题，提升物资信息获取与使用效率。 5. 协助推进物资数据问答与分析能力建设，配合梳理库存结构、周转情况及关键指标口径，支持智能问数等应用场景。 6. 协助开展库存数据统计与基础分析工作，识别库存异常、积压风险等情况，输出基础分析材料。 7. 参与物资相关资料及单据的整理归档，确保数据及资料规范、完整、可追溯。 8. 配合推动物资条线AI工具的培训与推广，收集使用反馈，持续优化应用效果。 任职要求: 1. 本科及以上学历，物流管理、供应链管理、工业工程等相关专业优先，2026届毕业生优先。 2. 了解基础供应链或物资管理流程，对库存、仓储、调拨等业务有基本认知。 3. 熟练使用Excel等办公软件，具备基础数据整理与分析能力。 4. 对流程优化及数字化管理有兴趣，愿意深入物资管理领域学习与实践。 5. 对AI、大模型及数字化工具有兴趣，具备较强学习能力，愿意探索AI在物资管理中的应用。 6. 做事细致严谨，责任心强，具备良好的执行力和逻辑思维能力。 7. 具备良好的沟通能力和团队协作意识。 8. 有供应链、仓储或相关实习经验者优先。 9. 完成集团系统化专项培训后，派驻分子公司物资相关岗位深耕成长，重点打造具备供应链管理能力与AI应用能力的复合型物资管理储备人才。
AI智能应用工程师,中际联合,1.5-2.3万,北京·通州·马驹桥,3-5年,本科,AIGC,搜索,推荐,已上市,职位描述 一、岗位职责1.AI业务场景挖掘：跟踪业界最新AI技术动态，收集行业提效场景，寻找企业适配性提效点。对接各业务部门，梳理AI需求，输出可落地的AI应用方案、功能原型、里程碑计划及评价指标。2.AI应用搭建推进：负责制定智能体搭建计划、测试计划及最终开发效果评估，深度参与AI整体体搭建过程并进行质量规范控制。负责监控智能体运行效率，持续收集用户反馈，并制定迭代优化方案和实施计划安排。3.业务赋能与效能提升制定AI智能体场景推广策略和推广计划，通过智能化手段解决痛点，显著提升运营效率、降低成本并优化用户体验。协同业务部门梳理流程、标准和知识规则，推动AI能力嵌入现有管理流程和业务系统。制定AI智能体落地效果评估机制和激励措施，保障AI能力有效落地 切实提升企业运营效率。4.企业AI素养及能力提升组织内部AI 理念培训与知识分享，提升全员AI 素养及AI应用能力。组织用户培训、推广辅导和使用支持，提升员工使用率、应用覆盖率和实际业务价值。5.项目管理与成果沉淀跟进AI项目进度，协调第三方厂商、内部IT和业务部门完成需求确认、开发联调、测试验收和正式上线。建立应用台账、案例库和数据指标看板，沉淀AI场景、优化经验和复用组件，逐步形成公司内部AI能力体系。主导行业模型、智能体（Agent）等前沿AI工具和平台在业务场景中的选型。 二、任职要求： 1.本科及以上学历，计算机、人工智能、自动化或相关专业；3年以上AI应用、数字化转型或智能制造相关经验，有大型制造企业AI落地成功案例者优先。 2.熟悉大语言模型、小模型微调及智能体开发框架，理解关键技术。 3.编程能力：熟悉 Python 编程开发语言，具备扎实的编程功底与良好编码习惯；​ 4.核心技术：熟悉大语言模型、多模态等技术，掌握 Prompt、RAG、Agent 的基本原理与应用方法，熟悉 LangChain 等应用范式；具备智能体框架使用经验（如多智能体协作），理解Tools / Skills / Function Calling的实现机制，有实际LLM应用项目经验（侧重应用落地）。 5.应用能力：熟悉大模型主流应用范式（知识问答、文本理解、文档生成、智能调度、AIGC 交互式对话产品研发等）。 6.具备敏锐的业务洞察力，善于识别业务痛点 能将复杂的业务问题转化为可执行的AI技术方案，有制造行业AI智能体落地经验者优先。 7.沟通协同能力：优秀的跨部门沟通协作能力，能有效推动技术与业务的深度融合。 8.综合素质要求：关注行业与技术发展趋势，热爱学习新技术并结合业务落地实践，具备高度的责任感、团队合作精神及较强的推动能力。
领域技术支持工程师（AI应用方向）,卓然天工自动化仪表(北京)有限公司,1.5-3万,北京·通州·永乐店,5-10年,本科,过程控制,压力温度流量液位仪表,技术文档编写,,职位描述 岗位定位：您是公司核心竞争力的双重守护者。一方面，您将作为领域专家，深度介入我们具有自主知识产权的专业领域AI应用系统的研发过程，确保其精准解决客户痛点；另一方面，您也是客户支持的最终防线，用您丰富的经验为客户日常使用排忧解难。您是“最懂技术的现场专家”，也是“最懂现场的技术顾问”。岗位职责：一、AI系统赋能与质量保障（约50%精力） 需求反馈与验证： 将一线客户中最真实、最迫切的需求和场景反馈给AI研发团队，作为产品演进的核心输入。 模型与知识库验证： 参与AI问答系统（RAG）的测试，利用您的领域知识，审核、挑战并优化AI生成的答案和专业语料，确保其准确性与实用性。 应用场景设计： 与AI应用工程师协作，共同设计、验证AI系统在复杂工业场景（如故障诊断、工况分析、选型指导）下的应用逻辑。 内部培训赋能： 为AI研发团队、销售团队提供领域知识培训，充当“客户代言人”，提升整个团队的专业对话能力。 二、高端客户技术支持（约50%精力） 深度技术支援： 处理涉及产品原理、应用方案、系统集成等复杂技术问题的远程及现场支持。 知识沉淀与传递： 将典型的、有价值的技术支持案例提炼、沉淀为标准解决方案或知识库条目，反哺AI系统并指导初级技术支持人员。 客户关系维护： 为核心客户提供专业技术咨询，建立信任，提升客户满意度与忠诚度。 任职要求： 学历与经验： 自动化、仪器仪表、过程控制、机械电子等相关工科专业本科及以上学历。 必需项： 具备5年以上工业自动化仪表行业的技术支持、现场服务或应用工程师经验，对压力、流量、温度、物位等仪表有深入理解。 专业知识与技能： 深厚的领域知识： 精通各类仪表的技术原理、选型设计、安装调试、常见故障诊断及解决方案。 丰富的现场经验： 熟悉工业现场环境，能快速理解客户的实际应用场景和痛点。 卓越的沟通能力： 具备出色的逻辑表达和沟通能力，能清晰地向不同对象（客户、研发人员）讲解复杂技术问题。 文档能力： 能够撰写清晰、准确的技术报告和解决方案文档。 核心素质： 客户第一： 拥有强烈的服务意识和耐心，享受解决客户难题带来的成就感。 桥梁思维： 善于将模糊的客户需求转化为清晰的技术语言，反之亦然。 团队合作： 乐于分享，能与AI团队紧密协作，共同打造卓越产品。 学习能力： 对AI技术抱有开放和学习的热情，愿意拥抱新技术带来的变革。 加分项： 有技术文档编写或内部培训经验者优先。 对人工智能、大数据等新技术有一定了解或浓厚兴趣者优先。 我们为您提供： 一个独一无二的职业转型机会：从传统的技术支持，迈向“AI+领域”的复合型专家。 您的专业经验将直接塑造一款领先的AI产品，工作成果影响深远。 与公司最顶尖的AI研发团队共同工作的成长环境。
后端开发/测试/前端/大数据/AI,外企德科数字技术有限公司,1.4-2.8万·14薪,北京·海淀,经验不限,本科,JavaScript,C++,合资,,职位描述 岗位职责： 1. 负责后端服务的开发与维护2. 参与大数据项目的开发与优化3. 完成软件项目的测试与bug修复岗位要求：1. 本科及以上学历2. 不限工作经验3. 熟悉后端开发、大数据开发、软件测试、前端开发中至少一项技能
AI、大数据应用专员,中国医药包装协会,8000-10000元,北京·西城·金融街,3-5年,本科,医药制造,生物工程,AI在医药行业的应用,,"职位描述 一、协会基本信息 中国医药包装协会（CNPPA）1980年6月成立；是4A级全国性社团组织。本会现有会员550余家，主要为制药企业、医药包装和药用辅料生产企业、检验机构等。 本会以为会员服务为宗旨，努力促进和提高我国医药包装及药用辅料水平,保障人民安全方便用药。本会登记管理机关为中华人民共和国民政部；行业主管部门为工业和信息化部；本会党的工作接受中央社会工作部统一领导。 秘书处是本会日常办事机构，内设技术研究部、杂志部、综合业务部、培训部、媒体宣传部、行业发展部、会员管理及行政部、人力资源及财务部，共计八个部门；本会下设十五个专业委员会。 本会主办的《医药&包装》，是面向医药包装行业的专业技术双月刊杂志。本会每年定期举办“姑苏对话”活动，该活动累计近3万专业人士参与，是业内家喻户晓的行业盛会和协会品牌活动。此外，行业发展规划、标准化战略研究、团体标准制修订等亦是本会重要工作内容。 二、招聘岗位及要求 招聘岗位：AI、大数据应用专员 岗位职责： 1.协助负责AI工具在协会新媒体平台的应用；（如：公众号运营、文案撰写、宣传素材设计制作、热点搜集追踪等）； 2. 协助将AI工具应用于协会学术交流会议、行业培训等业务工作，提高办公效率； 3. 协助完成所涉及业务项目的任务推进、资料收集及管理工作； 4. 其他工作。 三、招聘条件： 基本条件： 1. 政治立场坚定，遵纪守法，具备较强沟通协调能力、有良好的职业道德和团队协作精神； 2. 身体健康，能适应岗位工作要求，有较强的学习能力，有一定的抗压能力,年龄在45周岁以下者优先； 3. 统招本科及以上学历，理工科为主；包装工程（医药方向）、材料科学与工程、制药工程、生物医学工程、药学相关专业优先； 4. 文字功底扎实，有较强的语言表达能力；，CET-4以上，能阅读和翻译英文文献； 5. 熟练使用office 等日常办公软件。 专业能力要求: 1. 有医药包装、药用辅料行业从业背景，了解行业基本情况，熟悉AI算法、大数据等分析工具的使用； 2.熟悉图文编辑、视频剪辑等工具的使用，能产出相关内容，将专业内容转化为易懂的传播素材； 四、薪资待遇： 1. 工作时间：周一至周五 9:00-17:00，五险一金，年休假； 2. 试用期为2个月，试用期考评合格，可转为正式员工； 3. 工作地点：北京市西城区佟麟阁路95号尚信商务8层东； 4. 薪资根据面试及实习情况另行确定； 五、招聘流程： 1. 收取简历。应聘者请将本人材料发至***************，邮件主题请按照“姓名+学校+专业”格式编写。 2. 审查。根据招聘条件、岗位需求及报名情况，对应聘人员的资格条件进行审查，确定面试人员，虚假经历一经查实取消资格。 3. 面试。根据面试情况确定，一般为两轮面试。 4. 聘用与入职。拟聘人员按照协会要求提供相应入职资料，资料经审查通过后，办理入职手续。 六、联系方式： 李老师 电话：************-8001 邮箱：***************"
AI数据标注,上海微创软件股份有限公司,9000-18000元,北京·海淀·马连洼,经验不限,本科,文本标注,视频标注,AI,,"职位描述 【外包百度-文心一言项目数据标注岗位】应届生薪资上限11k，有经验者薪资上限14.5k，需提供薪资流水【所有专业均可投递，如没有专业匹配的标注岗位可推荐普通标注岗位】【985,211，双一流的同学优先】【工作职责】-负责大模型各专项相关的数据分析和标注进展-负责大模型的数据标注管理和审核-负责协助统筹和协调标注资源、推进数据项目的进展等工作【任职资格】- 学习能力和抗压能力强，专注度高、认真细致、踏实负责是前提条件- 有大模型标注经验者优先，文字敏感性强，有写作能力- 985/211本科及以上- 有语料库建设、对语言敏感（能够发现逻辑问题）等相关工作者优先- 对AI技术感兴趣，关注过一些比较有名的AI语言模型，了解基础的原理- 有良好的项目管理能力和项目推动能力，积极主动，善于沟通"
AI技术工程师,北京领航国际旅游集团有限公司,1.2-1.8万,北京·丰台·玉泉营,1-3年,本科,Python,C++,Java,,职位描述 工作职责1. 负责旅游场景下AI应用的技术方案设计与落地，包括智能推荐、智能客服、行程规划等核心模块。2. 参与AI模型的训练、优化与部署，提升模型在旅游业务场景中的准确率与响应速度。3. 与产品、业务团队协作，将AI技术能力转化为可落地的旅游服务产品，推动业务效率提升。4. 跟踪AI领域前沿技术动态，结合旅游行业特性引入创新技术，保持团队技术竞争力。任职要求1. 本科及以上学历，计算机、人工智能、数据科学等相关专业。2. 掌握至少一种主流AI框架（如TensorFlow、PyTorch），具备扎实的机器学习/深度学习理论基础。3. 具备AI模型工程化经验，熟悉模型部署、性能优化及线上监控流程。4. 有旅游行业或消费服务领域AI项目经验者优先，具备良好的业务理解与跨团队协作能力。
AI项目实习生,北京博华物流有限公司,200-300元/天,北京,经验不限,本科,民营,500-999人,货运物流,,职位描述 1.岗位：AI大模型应用实习岗，非全职，日薪200-300元2.院校：统招本科优先，优质大专均可3.专业：人工智能、计算机、软件工程、电子信息、自动化相关4.实习时长：可稳定实习两个月及以上5.出勤要求：每周在岗至少三天6.经验要求：有无实操经验均可，零基础可培养7.个人素养：吃苦耐劳，踏实稳重，积极好学，善于钻研
AI智能拓客渠道　底薪9000　面完上班　速来,丰璟恒基(北京)信息科技有限公司,9000-18000元,北京·朝阳·呼家楼,经验不限,高中,电话销售,网络销售,面销/陌拜,,职位描述 一、福利待遇9000底薪，正常上班就可以拿到+提成15-45%+奖金，平均工资1.4w+ 稍微努努力2w+二、工作内容：1.查看公司后台数据2.处理客服数据3.及时处理时效数据，解答问题，全程室内办公，踏实肯干，学习能力强，诚实守信。4.接受无经验的小伙伴，新人一带一培训（带薪培训）三、员工福利，法定节假日正常休，缴纳社保，生日福利，节假日礼品，不定期户外团建，公费旅游，下午茶。四、目前已有五十家分公司。多个中高层管理职位，等待优秀的你加入！有同行业管理经验直接来面试，可直接入职储备主管！！！！！！
智能体（AI Agent）开发,杭州射机狮文化创意有限公司,1.8-2.6万,北京·丰台·看丹,3-5年,,民营,10000人以上,文化艺术/娱乐,,"职位描述 负责智能体（AI Agent）开发设计和开发基于大语言模型的智能体系统，深度参与智能体平台的架构设计，核心功能开发以及性能优化工作，推动AI技术在实际业务场景中的创新应用。主要职责：1，设计和实现基于LLM的智能体核心架构，包括任务规划，对话管理，意图识别和流程工程；2，负责智能体平台的后端服务开发与优化，打造高性能，高可用的分布式系统；3，开发和优化RAG系统，提升模型在垂直领域的专业表现和知识理解能力；4，实现多模态交互能力，基于LangChain/Llamalndex等框架构建丰富的用户体验；5，设计智能体记忆管理系统，通过向量数据库优化长期记忆能力；6，参与Multi-Agent协作系统设计，构建可扩展的智能体生态平台。任职要求：1，计算机相关专业本科及以上学历，3年以上相关开发经验：2，编程经验丰富，精通Python,Java,Go其中一种或多种编程语言，具备良好的软件框架和应用设计能力；"
合规隐私搜索运营（安全方向）-AI数据与安全,字节跳动,1.5-3万,北京,1-3年,本科,民营,10000人以上,产业互联网平台,最佳雇主,职位描述 岗位职责：1、深入研究豆包大模型安全合规需求，主导设计并落地多样化的模型安全合规解决方案，持续优化方案以适应模型安全方向的业务与合规要求；2、积极与安全与风控部门紧密对接，深入理解大模型安全业务逻辑、工作需求及数据使用目的，精准识别潜在模型安全风险，为模型安全策略优化提供专业且适配的解决方案建议；3、对模型、Agent迭代进行可持续的风险量化评估，有效拆解业务需求，将其转化为可执行的技术方案，推动模型安全在实际业务场景中的优化；4、实时跟踪行业政策变化，及时评估对公司业务的影响，主动提出应对策略，确保业务在安全合规框架内稳健运行。任职要求：1、本科及以上学历，计算机科学、法学、数据科学、人工智能等相关专业优先；2、英文能力好（听/说/读/写），能以英文作为工作语言，对国际化文化、国际化模型有基本了解优先；3、有基本的技术认知，有搭建Workflow、Agent能力经验，知悉AI技术原理、有数据清洗/生成/处理流程及相关经验优先；4、良好的业务分析能力，能够从数据指标中洞察优化方案；5、善于沟通和协作，熟悉产品逻辑，能够举一反三，有复杂策略类产品设计基础和实战经验者优先；6、善于思考、探索，有研究精神，有自驱力，对行业有热情，具备很强的逻辑思维能力、学习能力和解决问题的能力，能理解和抽象业务逻辑。
