岗位名称,公司名称,薪资范围,工作城市,经验要求,学历要求,公司性质,公司规模,公司行业,公司标签,职位描述
金融 Al Agent 开发(后台开发/基金投顾方向),华创证券,1-1.5万,上海·浦东·陆家嘴,3-5年,本科,其它,1000-9999人,证券/期货,已上市,职位描述 岗位职责： 1.基金投顾对客端Al Agent的后端服务架构设计、开发与稳定性保障 2.RAG/检索召回链路建设与优化(召回、重排、相关性、成本与时延) 3.MCP/Skills体系建设:能力封装、权限与策略、可观测与回放 4.提示词与上下文工程(Context Engineering)：效果、可控性与一致性优化 5.Agent测试与验证体系:Benchmark、回归测试、线上评估指标与实验设计 6.与投顾业务产品、合规/风控协作，推动可用、可控、可审计智能化能力上线。 招聘对象： 1.本科及以上学历，有基金投顾/金融业务背景、AI应用开发相关工作经验者优先； 2.编程能力:Java / Python / TypeScript 具备实际项目经验(至少熟练其中两项)； 3.Agent/RAG经验:有 LangChain / Dify / Llamalndex(或同类框架)实践经验；做过RAG、召回优化、相关性评估/调参； 4.提示词与上下文工程:Prompt 调优、工具调用策略、对齐与约束、失败模式分析； 5.测试验证:能设计 Agent benchmark/评测集与回归机制； 6.工程化能力:熟悉服务化、接口设计、日志与监控、灰度发布、性能与稳定性治理。 加分项： 1.深度使用过Claude Code / Codex / Qwen Code CLl / Cursor等编程智能体(有工程化工作流更佳) 2.有个人Agent作品或开源项目(可提供 Demo/Repo/技术文章)。 投递方式： 简历命名：[应聘岗位]+学校+姓名+电话 投递邮箱：***********************
R&D Engineer (AI),ABB,面议,上海·徐汇·虹梅路,经验不限,本科,外商独资,10000人以上,仪器仪表,优选雇主,"职位描述 Reporting to:R&D Principal EngineerYour role and responsibilities:Join our team as an R&D Engineer and take on challenges that transform industries and drive innovation. You will participate in the research, development, and deployment of advanced AI algorithms and LLM applications while collaborating with a distributed team to ensure high-quality delivery. Make an impact that matters at ABB!You will be mainly accountable for:● Participate in designing AI solution architectures and help implement seamless integration between AI applications and industrial equipment (e.g., PLCs, sensors, automation platforms).● Explore and develop industrial vision and multi-modal AI applications, alongside predictive maintenance and deep learning algorithms.● Assist in testing, selecting, and deploying local Large Language Models (LLMs) and building RAG systems for industrial knowledge hubs.● Support on-site deployment, testing, and commissioning of industrial AI modules, and learn to optimize performance based on field feedback.● Write technical documents and collaborate with distributed teams to ensure high-quality delivery.Qualifications for the role：● Bachelor's degree (BSc) / Master's degree (MSc) in Automation, Electrical Engineering, Computer Science, Artificial Intelligence, or related fields. Fresh graduates are highly encouraged to apply.● Strong interest in industrial automation; basic knowledge of PLCs, industrial control systems, or equipment interaction is a big plus.● Proficient in Python and Linux; solid foundation in machine vision, deep learning, or multi-modal AI.● Understanding of LLM principles, local model deployment (e.g., Ollama, vLLM, SGLang), and RAG frameworks (LangChain, LlamaIndex, etc.). Experience with AI Agents, vector databases, or TTS/STT models is a plus.● Proactive team player with strong learning agility and clear logical thinking.● Good English reading and writing skills, along with fluent oral communication."
AI Agent开发工程师,赛伯乐投资集团有限公司杭州分公司,1.5-2.2万,上海·闵行·七宝,1-3年,本科,国家机关,20-99人,投资与资产管理,,职位描述 工作职责 1. 负责AI Agent系统的核心架构设计与开发，包括任务规划、工具调用、记忆机制等模块的实现； 2. 基于大语言模型（LLM）构建智能体能力，优化多轮对话逻辑与上下文理解能力； 3.开发AI与SAP/IoT/SalesForce集成方案，实现智能业务流程； 4. 参与AI Agent在投资分析、客户服务等业务场景的落地，推动技术方案的产品化； 5. 跟踪AI Agent领域前沿技术，引入创新方法提升系统性能与用户体验。 任职要求 1. 计算机、人工智能相关专业本科及以上学历，1年以上AI领域研发经验； 2. 精通Python/C++等编程语言，熟悉LLM（如GPT、Claude）的原理与应用； 3. 具备多智能体系统、强化学习或工具调用框架（如LangChain、AutoGPT）的开发经验； 4. 技熟悉OpenAI API、LangChain、Pinecone；持有AI-102认证优先； 5. 英语流利，可作为工作语言。
实习生——AI Agent,北京万物生智能技术有限公司,200-350元/天,上海·黄浦·淮海中路,经验不限,硕士,民营,300-499人,咨询服务,,职位描述 我们正在寻找对AI Agent和代码智能有研究兴趣的研究助理实习生，加入我们的科研团队。你将协助博士后开展AI Agent驱动软件自动生成、代码理解与生成等前沿研究工作，表现优秀者可获得长期合作机会或推荐深造。工作职责：1. 协助开展AI Agent驱动软件自动生成技术的文献调研与实验工作;2. 参与代码智能相关数据集的构建、标注与分析;3. 协助进行实验结果数据的整理与初步分析;4. 参与学术论文撰写与图表制作;5. 协助完成工作站日常科研事务。任职要求1. 研究生学历及以上，计算机科学与技术、软件工程、人工智能及相关专业；2. 对AI Agent、大语言模型、代码智能、软件工程等研究方向有浓厚兴趣；3. 具备良好的编程能力，熟悉Python等编程语言；4. 具备良好的英语阅读能力，能够快速阅读和理解英文文献；5. 做事认真负责，有较强的学习能力和团队协作精神；6. 实习时长不少于6个月，能连续实习者优先；加分项• 有大模型（LLM）、代码智能（Code Intelligence）相关研究经历者优先• 有顶会论文发表经验者（ICSE、FSE、ASE、ACL、NeurIPS等）优先• 有开源项目贡献经历或工具开发经验者优先• 熟悉深度学习框架（PyTorch、TensorFlow等）者优先• 有科研项目或论文撰写经验者优先
AI AGENT工程师,上海昶昌网络科技发展有限公司,1.5-3万,上海·杨浦·五角场,5-10年,本科,民营,20-99人,工程施工,,"职位描述 岗位职责1、负责Ai产品在客户业务拓展中的需求调研、方案设计；售前支持工作，包括不限于需求挖掘、方案介绍、客户交流、QA答疑等；2、负责产品的全栈开发工作，包括模型选型、微调、Prompt工程、RAG流程优化、智能体逻辑开发。前端（React/Next.js)和后端(Golang/Node.js)的架构设计，代码开发与维护，数据管道开发、处理非结构化数据，支持知识库构建，并确保系统具有良好的架构质量，高性能和高可用性。3、持续优化系统性能和架构设计，定位并解决各类性能瓶颈和疑难技术问题，不断提升系统的稳定性与响应速度。4、探索和集成AI相关前沿技术；5、负责项目中文件编写和商务阶段材料整理归档；6、负责技术指导与应用交付，包括不限于部署、维护、用户培训、系统测试、现场交付等；要求：1、计算机专业本科及以上学历，5年以上开发或架构设计经验，2年以上AI应用实际落地经验；2、深入理解LLM应用范式，熟悉Transformer,PromptEngineering,RAG,Agent等技术，能设计高质量的提示词，精准识别用户意图和上下文跟踪；3、精通Golang和Python编程，具备扎实的算法，操作系统等基础，掌握Mysql,Redis,FastAPl,Go- Zero等常用的Web开发技术；4、精通RESTful API,WebSocket,gRPC,SSE, MQTT,WebRTC,TCP/UDP等通信相关技术。 5、熟练掌握AI相关技术栈如：LangChain,LangGraph, AutoGen等框架及其他主流的AlAgentRAG框架(Dify/Ragflow)，具备快速复现前沿技术的能力；6、熟悉微服务架构，Docker,K8s容器化技术，具备 Linux系统复杂问题的定位分析与解决能力，以及系统设计和性能优化经验；7、熟练掌握Claude,Cursor,Copilot,Codex等Al编程工具，具备极强的review代码能力；8、具备预训练，模型微调(LoRa)，强化学习等实践经验；9、在模型的准确性，性能，安全性，稳定性方面有深入优化与实践经验，并能推动团队技术水平提升。"
Data Analyst,科锐尔人力资源服务(苏州)有限公司,1.5-2.5万,上海·闵行·七宝,3-5年,本科,上市公司,10000人以上,咨询服务,,"职位描述 Purpose of this RoleRDE digitization project Purchased in Assembly BOM Definition working on to create harness BOM and manage components data in PLM.SCM Data Analyst need to take below responsibility:• Collect BOM data from global harness suppliers• Collect datasheet, drawing, 3D data, specification from global component manufacturers• Cooperation with PiA cross function team• Establish component manufacturer information in system• Clean data for component price information from RFQ CBD• Establish component library including price matrix• Prepare component usage data to support segment team commercial negotiationKey skills required• Communication with global suppliers in English• Data clean, Visualization• Statistics & Analytical Knowledge• Harness related background is prefer该职位职责RDE数字化项目：在装配物料清单定义工作中，负责创建线束物料清单并管理 PLM 中的组件数据。供应链数据分析师需要承担以下职责：• 从全球线束供应商处收集物料清单数据• 从全球组件制造商处收集数据表、图纸、3D 数据、规格• 与 PiA 跨职能团队合作• 在系统中建立组件制造商信息• 从 RFQ CBD 清理组件价格信息数据• 建立包含价格矩阵的组件库• 准备组件使用数据，以支持细分市场团队的商业谈判所需关键技能• 用英语与全球供应商进行沟通• 数据清理、可视化• 统计与分析知识• 有线束相关背景者优先"
AI Agent应用开发工程师,上海聪鸣路智能科技有限公司,1.2-2.4万,上海·浦东·金桥,3-5年,本科,民营,20-99人,消费电子/智能硬件,,职位描述 主要工作： 1、进行智能体的定义、实现、封装、部署与迭代等。 2、大模型的本地部署、应用等。 3、相关项目的管理。 需要的技能： 1、精通 Python /Java/Go/C++等语言。扎实的数据结构、算法和深度学习基础。 2、熟悉机器学习、深度学习和强化学习原理。熟练掌握主流AI Agent开发框架，如LangChain、LangGraph、LlamaIndex等。 3、理解大模型原理，精通提示工程（Prompt Engineering），并具备检索增强生成（RAG）、模型微调（如LoRA）等实战经验。 4、具备后端开发能力，熟悉RESTful API、数据库、容器化（如Docker）和云原生部署（如K8s）。理解分布式系统和微服务架构。 5、有一定的项目管理经验。
AI Agent 全栈工程师（架构与技术策划）,吉林吉动文化艺术集团股份有限公司,2-4万,上海·嘉定·马陆,3-5年,本科,民营,300-499人,文化艺术/娱乐,,"职位描述 岗位职责：1.负责研究中心AI工具、插件及AI系统的开发；2. 负责AI Agent系统的整体架构编排，实现复杂研发任务或游戏逻辑的自动化调度与拆解；3. 将Agent能力嵌入项目应用或游戏引擎中进行AI落地。4. 构建垂直领域知识库，设计高效的记忆压缩、检索与长短期记忆与上下文管理机制；5. 完成AI任务分发处理，解决多Agent在处理高并发或交互时的同步与延迟问题。任职要求：1. 精通LangChain、LangGraph或其他AI编排框架,熟悉主流大模型接入方案；2. 深刻理解RAG（检索增强生成）架构，在向量检索优化、Prompt工程及模型微调（Fine-tuning）方面有实战经验；3. 具备坚实的全栈开发能力（Python/Node.js/Go等），熟悉分布式系统、消息队列及多线程并发模型；4. 对AI技术演进有极高的敏感度，能够独立完成从原型设计到生产环境部署的全流程；5. 加分项：有完整游戏项目经验或在GitHub上有高星AI/Agent开源项目，或有完整AI商业化工程落地经历。6. 有产品策划经验和思维优先"
高级需求分析师/Business Analyst/BA,大连弗斯特高新人才发展管理有限公司,2-3万·13薪,上海·静安·石门二路,5-10年,大专,民营,100-299人,咨询服务,,"职位描述 · Minimum 3-year experience in Financial Markets Technology, in a financial institution or a risk management software vendor as Business Analyst; working in areas of Stress Testing, Market Risk (VaR/Risks/Limits), Product valuations, Front office IT, Credit, Treasury Markets etc.· Strong financial markets valuation exposure to at least one asset class, preferably Equity Derivatives· Strong business analysis experience working in Agile framework/Scrum methodology· Knowledge of SQL query and exposure to ADO/Confluence tools is required.· Knowledge of python scripting in big data management is preferred.· Knowledge of securities, options & derivatives in at least one asset class.· Strong academic foundation in mathematics / financial mathematics, statistics, finance or computer science.· Excellent communication level in English· Curious and open-minded, adaptive to changing situations and enjoy collaborating with global teams in a diverse multi-cultural environment.· Passionate for solving challenging problems and learning new skills.· CFA, PRM, FRM, PMP and/or Scrum Master certifications are a plus."
AI Agent开发工程师,亚信科技(中国)有限公司,1.6-2.6万,上海·静安·大宁路,1-3年,本科,民营,10000人以上,软件/IT服务,最佳雇主,职位描述 岗位职责1、参与政务智能体（AI Agent）产品研发，负责面向政务客户的智能体应用设计、开发、调试与交付。2、结合政务业务场景，完成需求分析、任务拆解、流程编排、工具接入及能力优化。3、负责大模型应用相关功能开发，包括 Prompt 设计、知识库检索、工具调用、工作流编排、结果优化等。4、推动智能体与业务系统、知识库、第三方平台的集成联调，支撑项目上线与交付实施。5、跟踪大模型与 Agent 技术发展，持续优化产品能力与工程落地效率。任职要求：1、本科及以上学历，计算机、软件工程、人工智能、电子信息等相关专业，1-3 年研发经验。2、熟练掌握 Python、Go、TypeScript、Java 中至少一种语言，具备扎实的编程基础，能够独立完成模块开发与问题排查。3、有 Agent 应用、AI 产品、LLM 应用研发经验者优先，能够理解并落地大模型应用的基本开发范式。4、熟悉 Prompt 设计、RAG、知识库检索、工作流编排、函数调用 / 工具调用等常见能力，有实际项目经验者优先。5、熟悉至少一种 AI 应用开发框架或平台，如 LangChain、Dify、Coze、FastAPI 等，有相关项目实践经验者优先。6、具备良好的系统集成能力，能够完成与业务系统、知识库、外部 API、工具平台的对接与调试。7、熟练使用至少 1 种 AI Coding 工具，能够借助工具提升需求拆解、代码编写、问题定位和优化迭代效率。8、熟悉完整研发流程，具备敏捷开发经验，熟练使用版本控制、项目管理、CI/CD 等研发工具。9、对政务行业场景有一定理解，能够快速理解客户需求并转化为可落地的 Agent 解决方案者优先。岗位亮点1、参与政务 AI / 政务智能体核心产品建设，业务方向明确、场景真实；2、可直接接触政务客户需求与实际项目落地，成长速度快；3、团队聚焦 AI Agent、政务智能化升级等前沿方向，有较强的产品与方案结合空间；4、鼓励使用 AI Coding 工具提升研发效率，工程实践氛围开放。
AI应用开发岗（大模型 + Agent 方向）,上海奕盛软件有限公司,2-3万,上海·闵行·浦江,1-3年,本科,民营,20-99人,软件/IT服务,,"职位描述 岗位职责1、参与大模型的选型（成本/性能/场景适配等维度）、模型微调与部署、负责模型训练方案设计与实现，提升模型在各类场景下的应用效果；2、深度参与Agent应用相关的需求拆解、系统架构设计、主导核心模块开发开发与部署、测试与优化，并主导技术路线和架构标准的设计与制定；3、与其他部门紧密合作，推动技术解决方案在业务中的落地应用和持续迭代，确保技术成果能够有效提高公司效率；4、跟进大模型领域前沿技术，参与公司AI平台能力建设，推动大模型相关工具链、数据处理流程和自动化运维体系的完善；5、负责其他人工智能相关技术的研发和应用(行业知识库,智能问答),支撑公司 AI 能力的多元化布局；任职要求基本资格: 本科及以上学历: 人工智能、大数据技术、信息学、数学、计算机等理工科相关专业， 3年以上开发经验，至少 1 年 AI 应用开发实践, 其中有完整 Agent 产品从 0 到 1 落地经验（如智能客服、自动化办公工具）者优先。 基础开发能力: 熟练掌握 Python（AI 生态工具链）+ Java/Go/Net（后端服务开发）两种及以上开发语言； 熟悉API集成规范，能独立设计并对接 RESTful/gRPC 接口，具备接口容错、参数校验、日志审计能力，可高效完成与第三方系统（ERP、WMS、MES、CRM等）的联调 具备高并发服务设计经验，能通过异步任务调度、负载均衡等技术优化系统性能。 专项能力: Agent架构能力：了解PPA模型（感知/规划/行动）,了解Prompt工程, 了解RAG, 了解上下文引擎与记忆系统，可设计并实现STM/LTM记忆架构，提升上下文响应精度。 工具集成能力：熟悉 MCP / Tool-Calling / A2A协同机制（如 LangGraph / LangChain），可独立完成第三方工具的集成调用。 软能力: 具备极强的抗压能力和软件工程能力，思路清晰，能够独立构建复杂系统模块并长期维护。 具备优秀的沟通协调能力，能够在跨部门协作中发挥积极作用。 具备强烈的创新意识，能够不断探索和引入新技术，提升公司的技术竞争力。"
